Coding System,Codes,구분,병명,고려사항 구분,응급등급,고려사항 상세,비고
NACRS,56,귀,귀의 손상,증상별 2차 고려사항,4,봉합이 필요한 열상,
NACRS,56,귀,귀의 손상,증상별 2차 고려사항,5,봉합이 불필요한 열상 / 찰과상,
NACRS,56,귀,귀의 손상,증상별 2차 고려사항,5,말초성 통증,
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,그 밖의 1차 고려사항,3,출혈성 질환 (증등도나 경도의 출혈),구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,그 밖의 1차 고려사항,4,급성 말초성 증등도 통증 (4-7),구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,그 밖의 1차 고려사항,4,만성 말초성 중증 통증 (8-10),구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,증상별 2차 고려사항,2,치아 박리 (최근 발생하였으며 온전한 치아가 존재),구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,증상별 2차 고려사항,3,"말초성 통증, 출혈성 질환 ",구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,증상별 2차 고려사항,4,"말초성 통증, 만성, 활력 징후가 정상이며 기저 질환이 없는 잇몸 출혈",구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,101,"입, 목/얼굴",치아 / 구강 문제,증상별 2차 고려사항,5,"치아 / 잇몸 문제, 경증 문제",구강 (혀)의 열상은 ‘피부 - 열상 / 천공’ 을 참고하여 분류.
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,1,쇼크,
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,102,"입, 목/얼굴",안면 외상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,102,"입, 목/얼굴",안면 외상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,102,"입, 목/얼굴",안면 외상,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,102,"입, 목/얼굴",안면 외상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,102,"입, 목/얼굴",안면 외상,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,102,"입, 목/얼굴",안면 외상,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,102,"입, 목/얼굴",안면 외상,증상별 2차 고려사항,1,활력징후,
NACRS,102,"입, 목/얼굴",안면 외상,증상별 2차 고려사항,2,"활력징후, 사고기전",
NACRS,102,"입, 목/얼굴",안면 외상,증상별 2차 고려사항,3,"활력징후, 말초성 통증, 출혈성 질환",
NACRS,102,"입, 목/얼굴",안면 외상,증상별 2차 고려사항,4,"활력징후, 말초성 통증",
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,1,쇼크,
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,103,"입, 목/얼굴",인후통,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,103,"입, 목/얼굴",인후통,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,103,"입, 목/얼굴",인후통,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,103,"입, 목/얼굴",인후통,그 밖의 1차 고려사항,3,만성 중심성 중증 통증 (8-10),
NACRS,103,"입, 목/얼굴",인후통,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,103,"입, 목/얼굴",인후통,그 밖의 1차 고려사항,4,만성 중심성 중등도 통증 (4-7),
NACRS,103,"입, 목/얼굴",인후통,그 밖의 1차 고려사항,5,만성 중심성 경증 통증 (<4),
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,1,활력징후,
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,2,침흘림 또는 협착음,
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,2,"입술, 혀, 입인두의 명백한 부종 / 부기 ",
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,3,"활력징후, 중심성 통증",
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,3,연하장애,
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,103,"입, 목/얼굴",인후통,증상별 2차 고려사항,5,경증 인후통 ± 후두염,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,1,쇼크,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,그 밖의 1차 고려사항,3,만성 중심성 중증 통증 (8-10),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,그 밖의 1차 고려사항,4,만성 중심성 중등도 통증 (4-7),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,그 밖의 1차 고려사항,5,만성 중심성 경증 통증 (<4),
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,증상별 2차 고려사항,1,활력징후,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,증상별 2차 고려사항,2,경부 강직 / 수막자극증 ± 열,
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,증상별 2차 고려사항,3,"활력징후, 중심성 통증",
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,104,"입, 목/얼굴",목의 부종 / 통증,증상별 2차 고려사항,5,만성 중심성 경증 통증 (<4)을 동반한목의 부종 / 통증 ,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,1,쇼크,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,105,"입, 목/얼굴",목의 외상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,105,"입, 목/얼굴",목의 외상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,105,"입, 목/얼굴",목의 외상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,105,"입, 목/얼굴",목의 외상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,105,"입, 목/얼굴",목의 외상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,105,"입, 목/얼굴",목의 외상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,105,"입, 목/얼굴",목의 외상,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,105,"입, 목/얼굴",목의 외상,증상별 2차 고려사항,1,활력징후,
NACRS,105,"입, 목/얼굴",목의 외상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환",
NACRS,105,"입, 목/얼굴",목의 외상,증상별 2차 고려사항,2,"이상감각, 신경학적 징후",
NACRS,105,"입, 목/얼굴",목의 외상,증상별 2차 고려사항,2,목쉰소리와 언어장애,
NACRS,105,"입, 목/얼굴",목의 외상,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 출혈성 질환 ",
NACRS,105,"입, 목/얼굴",목의 외상,증상별 2차 고려사항,4,"활력징후, 중심성 통증",
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,1,쇼크,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,증상별 2차 고려사항,1,활력징후,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,증상별 2차 고려사항,2,침흘림 또는 협착음,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,증상별 2차 고려사항,3,"활력징후, 중심성 통증",
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,증상별 2차 고려사항,3,이물질의 가능성,
NACRS,106,"입, 목/얼굴",연하장애 / 연하곤란,증상별 2차 고려사항,4,"활력징후, 중심성 통증",
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,107,"입, 목/얼굴",안면 통증 (비외상성 / 비치아성),그 밖의 1차 고려사항,4,만성 말초성 중증 통증 (8-10),
